2015-11-08	38
2015-11-09	28
2015-11-10	64
2015-11-11	43
2015-11-12	49
2015-11-13	56
2015-11-14	47
2015-11-15	33
2015-11-16	39
2015-11-17	54
2015-11-18	64
2015-11-19	72
2015-11-20	73
2015-11-21	57
2015-11-22	36
2015-11-23	41
2015-11-24	36
2015-11-25	57
2015-11-26	20
2015-11-27	47
2015-11-28	40
2015-11-29	32
2015-11-30	37
2015-12-01	40
2015-12-02	57
2015-12-03	67
2015-12-04	46
2015-12-05	29
2015-12-06	34
2015-12-07	40
2015-12-08	55
2015-12-09	69
2015-12-10	62
2015-12-11	60
2015-12-12	40
2015-12-13	34
2015-12-14	44
2015-12-15	45
2015-12-16	47
2015-12-17	57
2015-12-18	46
2015-12-19	52
2015-12-20	26
2015-12-21	36
2015-12-22	42
2015-12-23	35
2015-12-24	32
2015-12-25	16
2015-12-26	20
2015-12-27	20
2015-12-28	48
2015-12-29	28
2015-12-30	25
2015-12-31	30
