2015-03-03,Long,5418
2015-03-03,Medium,2941
2015-03-03,Short,859
2015-03-04,Long,4438
2015-03-04,Medium,2648
2015-03-04,Short,816
2015-03-05,Long,3924
2015-03-05,Medium,2594
2015-03-05,Short,832
2015-03-06,Long,5403
2015-03-06,Medium,2994
2015-03-06,Short,902
2015-03-07,Long,3998
2015-03-07,Medium,2463
2015-03-07,Short,858
2015-03-08,Long,4119
2015-03-08,Medium,2534
2015-03-08,Short,903
2015-03-09,Long,4619
2015-03-09,Medium,2750
2015-03-09,Short,862
2015-03-10,Long,5164
2015-03-10,Medium,2754
2015-03-10,Short,856
2015-03-11,Long,6455
2015-03-11,Medium,2896
2015-03-11,Short,868
2015-03-12,Long,3914
2015-03-12,Medium,2924
2015-03-12,Short,893
2015-03-13,Long,5492
2015-03-13,Medium,2983
2015-03-13,Short,860
2015-03-14,Long,3609
2015-03-14,Medium,2348
2015-03-14,Short,858
2015-03-15,Long,3830
2015-03-15,Medium,2316
2015-03-15,Short,818
2015-03-16,Long,4430
2015-03-16,Medium,2547
2015-03-16,Short,808
2015-03-17,Long,4619
2015-03-17,Medium,2758
2015-03-17,Short,780
2015-03-18,Long,4348
2015-03-18,Medium,2519
2015-03-18,Short,787
2015-03-19,Long,4646
2015-03-19,Medium,2719
2015-03-19,Short,833
2015-03-20,Long,4612
2015-03-20,Medium,2598
2015-03-20,Short,802
2015-03-21,Long,3868
2015-03-21,Medium,2272
2015-03-21,Short,820
2015-03-22,Long,4217
2015-03-22,Medium,2298
2015-03-22,Short,800
2015-03-23,Long,5136
2015-03-23,Medium,2669
2015-03-23,Short,791
2015-03-24,Long,4877
2015-03-24,Medium,2616
2015-03-24,Short,805
2015-03-25,Long,5001
2015-03-25,Medium,2779
2015-03-25,Short,810
2015-03-26,Long,4389
2015-03-26,Medium,2691
2015-03-26,Short,831
2015-03-27,Long,5012
2015-03-27,Medium,2806
2015-03-27,Short,842
2015-03-28,Long,3786
2015-03-28,Medium,2181
2015-03-28,Short,837
2015-03-29,Long,4505
2015-03-29,Medium,2434
2015-03-29,Short,821
2015-03-30,Long,4394
2015-03-30,Medium,2392
2015-03-30,Short,798
2015-03-31,Long,4935
2015-03-31,Medium,2486
2015-03-31,Short,850
2015-04-01,Long,4260
2015-04-01,Medium,2808
2015-04-01,Short,841
2015-04-02,Long,4382
2015-04-02,Medium,2773
2015-04-02,Short,920
2015-04-03,Long,4928
2015-04-03,Medium,2535
2015-04-03,Short,833
2015-04-04,Short,6476
2015-04-04,Long,5014
2015-04-04,Medium,2162
2015-04-05,Long,5071
2015-04-05,Medium,2104
2015-04-05,Short,788
2015-04-06,Long,4169
2015-04-06,Medium,2638
2015-04-06,Short,810
2015-04-07,Long,4503
2015-04-07,Medium,2412
2015-04-07,Short,780
2015-04-08,Long,4786
2015-04-08,Medium,2249
2015-04-08,Short,794
2015-04-09,Long,4598
2015-04-09,Medium,2403
2015-04-09,Short,779
2015-04-10,Long,3897
2015-04-10,Medium,2583
2015-04-10,Short,825
2015-04-11,Long,5354
2015-04-11,Medium,2447
2015-04-11,Short,893
2015-04-12,Long,4969
2015-04-12,Medium,2352
2015-04-12,Short,835
2015-04-13,Long,4635
2015-04-13,Medium,2551
2015-04-13,Short,800
2015-04-14,Long,6312
2015-04-14,Medium,2489
2015-04-14,Short,825
2015-04-15,Long,4495
2015-04-15,Medium,2423
2015-04-15,Short,855
2015-04-16,Long,4901
2015-04-16,Medium,2547
2015-04-16,Short,851
2015-04-17,Long,3531
2015-04-17,Medium,2474
2015-04-17,Short,865
2015-04-18,Long,4269
2015-04-18,Medium,2492
2015-04-18,Short,903
2015-04-19,Long,3623
2015-04-19,Medium,2508
2015-04-19,Short,845
2015-04-20,Long,4487
2015-04-20,Medium,2607
2015-04-20,Short,799
2015-04-21,Long,4906
2015-04-21,Medium,2847
2015-04-21,Short,843
2015-04-22,Long,4873
2015-04-22,Medium,2626
2015-04-22,Short,823
2015-04-23,Long,4469
2015-04-23,Medium,2850
2015-04-23,Short,853
2015-04-24,Long,5017
2015-04-24,Medium,2830
2015-04-24,Short,871
2015-04-25,Long,4744
2015-04-25,Medium,2611
2015-04-25,Short,899
2015-04-26,Long,4871
2015-04-26,Medium,2299
2015-04-26,Short,850
2015-04-27,Long,4225
2015-04-27,Medium,2596
2015-04-27,Short,827
2015-04-28,Long,5948
2015-04-28,Medium,2613
2015-04-28,Short,820
2015-04-29,Long,5962
2015-04-29,Medium,3042
2015-04-29,Short,845
2015-04-30,Long,4792
2015-04-30,Medium,2757
2015-04-30,Short,864
2015-05-01,Long,4620
2015-05-01,Medium,2704
2015-05-01,Short,879
2015-05-02,Long,3817
2015-05-02,Medium,2563
2015-05-02,Short,869
2015-05-03,Long,4252
2015-05-03,Medium,2367
2015-05-03,Short,834
2015-05-04,Long,4410
2015-05-04,Medium,2477
2015-05-04,Short,836
2015-05-05,Long,4526
2015-05-05,Medium,2530
2015-05-05,Short,800
2015-05-06,Long,4081
2015-05-06,Medium,2519
2015-05-06,Short,848
2015-05-07,Long,4319
2015-05-07,Medium,2746
2015-05-07,Short,889
2015-05-08,Long,4454
2015-05-08,Medium,2664
2015-05-08,Short,866
2015-05-09,Long,4103
2015-05-09,Medium,2466
2015-05-09,Short,884
2015-05-10,Long,3499
2015-05-10,Medium,2488
2015-05-10,Short,855
2015-05-11,Long,4229
2015-05-11,Medium,2509
2015-05-11,Short,841
2015-05-12,Long,4845
2015-05-12,Medium,2533
2015-05-12,Short,845
2015-05-13,Long,4343
2015-05-13,Medium,2726
2015-05-13,Short,861
2015-05-14,Long,5071
2015-05-14,Medium,2720
2015-05-14,Short,882
2015-05-15,Long,4320
2015-05-15,Medium,2835
2015-05-15,Short,926
2015-05-16,Long,3895
2015-05-16,Medium,2679
2015-05-16,Short,958
2015-05-17,Long,4054
2015-05-17,Medium,2365
2015-05-17,Short,855
2015-05-18,Long,3798
2015-05-18,Medium,2488
2015-05-18,Short,849
2015-05-19,Long,4284
2015-05-19,Medium,2578
2015-05-19,Short,858
2015-05-20,Long,3826
2015-05-20,Medium,2903
2015-05-20,Short,895
2015-05-21,Long,4242
2015-05-21,Medium,2871
2015-05-21,Short,869
2015-05-22,Long,4710
2015-05-22,Medium,2718
2015-05-22,Short,865
2015-05-23,Long,3800
2015-05-23,Medium,2284
2015-05-23,Short,827
2015-05-24,Long,4079
2015-05-24,Medium,2106
2015-05-24,Short,806
2015-05-25,Long,4239
2015-05-25,Medium,2077
2015-05-25,Short,780
2015-05-26,Long,5798
2015-05-26,Medium,2631
2015-05-26,Short,841
2015-05-27,Long,4036
2015-05-27,Medium,2636
2015-05-27,Short,844
2015-05-28,Long,4480
2015-05-28,Medium,2857
2015-05-28,Short,873
2015-05-29,Long,6200
2015-05-29,Medium,2663
2015-05-29,Short,894
2015-05-30,Long,3887
2015-05-30,Medium,2517
2015-05-30,Short,877
2015-05-31,Long,4839
2015-05-31,Medium,2580
2015-05-31,Short,886
2015-06-01,Long,4434
2015-06-01,Medium,2487
2015-06-01,Short,794
2015-06-02,Long,4784
2015-06-02,Medium,2649
2015-06-02,Short,844
2015-06-03,Long,4463
2015-06-03,Medium,2912
2015-06-03,Short,876
2015-06-04,Long,3836
2015-06-04,Medium,2665
2015-06-04,Short,872
2015-06-05,Long,4091
2015-06-05,Medium,2622
2015-06-05,Short,906
2015-06-06,Long,5015
2015-06-06,Medium,2634
2015-06-06,Short,906
2015-06-07,Long,4039
2015-06-07,Medium,2328
2015-06-07,Short,855
2015-06-08,Long,3886
2015-06-08,Medium,2568
2015-06-08,Short,819
2015-06-09,Long,4537
2015-06-09,Medium,2550
2015-06-09,Short,855
2015-06-10,Long,4129
2015-06-10,Medium,2555
2015-06-10,Short,877
2015-06-11,Long,4576
2015-06-11,Medium,2817
2015-06-11,Short,862
2015-06-12,Long,4653
2015-06-12,Medium,2684
2015-06-12,Short,883
2015-06-13,Long,3871
2015-06-13,Medium,2432
2015-06-13,Short,871
2015-06-14,Long,3870
2015-06-14,Medium,2325
2015-06-14,Short,825
2015-06-15,Long,5486
2015-06-15,Medium,2688
2015-06-15,Short,824
2015-06-16,Long,4452
2015-06-16,Medium,2472
2015-06-16,Short,829
2015-06-17,Long,4486
2015-06-17,Medium,2554
2015-06-17,Short,833
2015-06-18,Long,5002
2015-06-18,Medium,2974
2015-06-18,Short,854
2015-06-19,Long,5197
2015-06-19,Medium,2786
2015-06-19,Short,859
2015-06-20,Long,4697
2015-06-20,Medium,2689
2015-06-20,Short,868
2015-06-21,Long,4317
2015-06-21,Medium,2445
2015-06-21,Short,805
2015-06-22,Long,5253
2015-06-22,Medium,2580
2015-06-22,Short,826
2015-06-23,Long,4908
2015-06-23,Medium,2774
2015-06-23,Short,818
2015-06-24,Long,5100
2015-06-24,Medium,2657
2015-06-24,Short,842
2015-06-25,Long,5185
2015-06-25,Medium,2667
2015-06-25,Short,863
2015-06-26,Long,4839
2015-06-26,Medium,2862
2015-06-26,Short,857
2015-06-27,Long,4618
2015-06-27,Medium,2415
2015-06-27,Short,821
2015-06-28,Long,4775
2015-06-28,Medium,2275
2015-06-28,Short,783
2015-06-29,Long,4891
2015-06-29,Medium,2481
2015-06-29,Short,792
2015-06-30,Long,6276
2015-06-30,Medium,2610
2015-06-30,Short,798
2015-07-01,Long,4898
2015-07-01,Medium,2491
2015-07-01,Short,816
2015-07-02,Long,4852
2015-07-02,Medium,2560
2015-07-02,Short,823
2015-07-03,Long,4173
2015-07-03,Medium,2189
2015-07-03,Short,739
2015-07-04,Long,3643
2015-07-04,Medium,2207
2015-07-04,Short,778
2015-07-05,Long,3806
2015-07-05,Medium,2032
2015-07-05,Short,739
2015-07-06,Long,3968
2015-07-06,Medium,2260
2015-07-06,Short,766
2015-07-07,Long,4710
2015-07-07,Medium,2577
2015-07-07,Short,795
2015-07-08,Long,4230
2015-07-08,Medium,2557
2015-07-08,Short,779
2015-07-09,Long,4403
2015-07-09,Medium,2568
2015-07-09,Short,804
2015-07-10,Long,4348
2015-07-10,Medium,2512
2015-07-10,Short,819
2015-07-11,Long,4551
2015-07-11,Medium,2438
2015-07-11,Short,841
2015-07-12,Long,3964
2015-07-12,Medium,2364
2015-07-12,Short,805
2015-07-13,Long,4018
2015-07-13,Medium,2384
2015-07-13,Short,794
2015-07-14,Long,3800
2015-07-14,Medium,2533
2015-07-14,Short,823
2015-07-15,Long,3806
2015-07-15,Medium,2538
2015-07-15,Short,790
2015-07-16,Long,5992
2015-07-16,Medium,2559
2015-07-16,Short,843
2015-07-17,Long,3989
2015-07-17,Medium,2607
2015-07-17,Short,855
2015-07-18,Long,4513
2015-07-18,Medium,2130
2015-07-18,Short,803
2015-07-19,Long,4709
2015-07-19,Medium,2482
2015-07-19,Short,785
2015-07-20,Long,4477
2015-07-20,Medium,2352
2015-07-20,Short,766
2015-07-21,Long,4244
2015-07-21,Medium,2558
2015-07-21,Short,821
2015-07-22,Long,4123
2015-07-22,Medium,2584
2015-07-22,Short,823
2015-07-23,Long,4648
2015-07-23,Medium,2579
2015-07-23,Short,848
2015-07-24,Long,5104
2015-07-24,Medium,2535
2015-07-24,Short,837
2015-07-25,Long,3383
2015-07-25,Medium,2561
2015-07-25,Short,841
2015-07-26,Long,3255
2015-07-26,Medium,2291
2015-07-26,Short,813
2015-07-27,Long,3673
2015-07-27,Medium,2337
2015-07-27,Short,776
2015-07-28,Long,3985
2015-07-28,Medium,2440
2015-07-28,Short,789
2015-07-29,Long,5306
2015-07-29,Medium,2284
2015-07-29,Short,774
2015-07-30,Long,4188
2015-07-30,Medium,2803
2015-07-30,Short,861
2015-07-31,Long,5599
2015-07-31,Medium,2672
2015-07-31,Short,857
2015-08-01,Long,3903
2015-08-01,Medium,2334
2015-08-01,Short,817
2015-08-02,Long,3797
2015-08-02,Medium,2234
2015-08-02,Short,788
2015-08-03,Long,3356
2015-08-03,Medium,2377
2015-08-03,Short,778
2015-08-04,Long,4726
2015-08-04,Medium,2590
2015-08-04,Short,836
2015-08-05,Long,4161
2015-08-05,Medium,2413
2015-08-05,Short,798
2015-08-06,Long,4122
2015-08-06,Medium,2644
2015-08-06,Short,855
2015-08-07,Long,5303
2015-08-07,Medium,2678
2015-08-07,Short,827
2015-08-08,Long,3709
2015-08-08,Medium,2293
2015-08-08,Short,801
2015-08-09,Long,3707
2015-08-09,Medium,2529
2015-08-09,Short,766
2015-08-10,Long,3740
2015-08-10,Medium,2246
2015-08-10,Short,763
2015-08-11,Long,4508
2015-08-11,Medium,2437
2015-08-11,Short,784
2015-08-12,Long,4738
2015-08-12,Medium,2504
2015-08-12,Short,808
2015-08-13,Long,4631
2015-08-13,Medium,2723
2015-08-13,Short,815
2015-08-14,Long,4242
2015-08-14,Medium,2635
2015-08-14,Short,831
2015-08-15,Long,4190
2015-08-15,Medium,2292
2015-08-15,Short,807
2015-08-16,Long,3349
2015-08-16,Medium,2212
2015-08-16,Short,790
2015-08-17,Long,4297
2015-08-17,Medium,2294
2015-08-17,Short,755
2015-08-18,Long,4034
2015-08-18,Medium,2480
2015-08-18,Short,792
2015-08-19,Long,4195
2015-08-19,Medium,2389
2015-08-19,Short,789
2015-08-20,Long,4051
2015-08-20,Medium,2459
2015-08-20,Short,792
2015-08-21,Long,5041
2015-08-21,Medium,2495
2015-08-21,Short,796
2015-08-22,Long,3854
2015-08-22,Medium,2403
2015-08-22,Short,827
2015-08-23,Long,3420
2015-08-23,Medium,2362
2015-08-23,Short,774
2015-08-24,Long,4422
2015-08-24,Medium,2509
2015-08-24,Short,759
2015-08-25,Long,4166
2015-08-25,Medium,2456
2015-08-25,Short,774
2015-08-26,Long,3819
2015-08-26,Medium,2594
2015-08-26,Short,795
2015-08-27,Long,4477
2015-08-27,Medium,2372
2015-08-27,Short,800
2015-08-28,Long,4360
2015-08-28,Medium,2400
2015-08-28,Short,804
2015-08-29,Long,4303
2015-08-29,Medium,2325
2015-08-29,Short,822
2015-08-30,Long,3336
2015-08-30,Medium,2288
2015-08-30,Short,812
2015-08-31,Long,3611
2015-08-31,Medium,2329
2015-08-31,Short,772
2015-09-01,Long,3641
2015-09-01,Medium,2564
2015-09-01,Short,801
2015-09-02,Long,3856
2015-09-02,Medium,2754
2015-09-02,Short,860
2015-09-03,Long,4111
2015-09-03,Medium,2677
2015-09-03,Short,882
2015-09-04,Long,3747
2015-09-04,Medium,2497
2015-09-04,Short,886
2015-09-05,Long,3697
2015-09-05,Medium,2094
2015-09-05,Short,871
2015-09-06,Long,3285
2015-09-06,Medium,2171
2015-09-06,Short,843
2015-09-07,Long,3800
2015-09-07,Medium,2154
2015-09-07,Short,868
2015-09-08,Long,5099
2015-09-08,Medium,2631
2015-09-08,Short,957
2015-09-09,Long,4595
2015-09-09,Medium,2908
2015-09-09,Short,1244
2015-09-10,Long,4285
2015-09-10,Medium,3467
2015-09-10,Short,1327
2015-09-11,Long,4586
2015-09-11,Medium,3014
2015-09-11,Short,1327
2015-09-12,Long,4206
2015-09-12,Medium,3204
2015-09-12,Short,1356
2015-09-13,Long,4293
2015-09-13,Medium,2779
2015-09-13,Short,1370
2015-09-14,Long,4397
2015-09-14,Medium,2492
2015-09-14,Short,1199
2015-09-15,Long,3179
2015-09-15,Medium,2699
2015-09-15,Short,1180
2015-09-16,Long,6030
2015-09-16,Medium,3180
2015-09-16,Short,1202
2015-09-17,Long,5477
2015-09-17,Medium,2860
2015-09-17,Short,1279
2015-09-18,Long,3981
2015-09-18,Medium,3361
2015-09-18,Short,1327
2015-09-19,Long,3796
2015-09-19,Medium,3020
2015-09-19,Short,1386
2015-09-20,Long,4821
2015-09-20,Medium,2710
2015-09-20,Short,1377
2015-09-21,Long,3896
2015-09-21,Medium,2600
2015-09-21,Short,1228
2015-09-22,Long,4805
2015-09-22,Medium,2720
2015-09-22,Short,1150
2015-09-23,Long,3877
2015-09-23,Medium,2396
2015-09-23,Short,1174
2015-09-24,Long,5610
2015-09-24,Medium,2788
2015-09-24,Short,1105
2015-09-25,Long,3457
2015-09-25,Medium,2661
2015-09-25,Short,1159
2015-09-26,Long,4276
2015-09-26,Medium,2753
2015-09-26,Short,1367
2015-09-27,Long,4120
2015-09-27,Medium,2848
2015-09-27,Short,1437
2015-09-28,Long,3583
2015-09-28,Medium,2710
2015-09-28,Short,1173
2015-09-29,Long,5349
2015-09-29,Medium,3033
2015-09-29,Short,1127
2015-09-30,Long,3608
2015-09-30,Medium,3142
2015-09-30,Short,1194
2015-10-01,Long,4184
2015-10-01,Medium,2924
2015-10-01,Short,1289
2015-10-02,Long,4147
2015-10-02,Medium,3289
2015-10-02,Short,1215
2015-10-03,Long,3441
2015-10-03,Medium,2542
2015-10-03,Short,1231
2015-10-04,Long,4109
2015-10-04,Medium,2451
2015-10-04,Short,1320
2015-10-05,Long,3352
2015-10-05,Medium,3004
2015-10-05,Short,1130
2015-10-06,Long,4569
2015-10-06,Medium,2509
2015-10-06,Short,1174
2015-10-07,Long,4995
2015-10-07,Medium,2921
2015-10-07,Short,1252
2015-10-08,Long,4661
2015-10-08,Medium,3134
2015-10-08,Short,1277
2015-10-09,Long,5223
2015-10-09,Medium,3865
2015-10-09,Short,1355
2015-10-10,Long,5079
2015-10-10,Medium,2943
2015-10-10,Short,1395
2015-10-11,Long,4381
2015-10-11,Medium,2826
2015-10-11,Short,1358
2015-10-12,Long,4227
2015-10-12,Medium,2692
2015-10-12,Short,1124
2015-10-13,Long,3383
2015-10-13,Medium,3014
2015-10-13,Short,1187
2015-10-14,Long,6083
2015-10-14,Medium,2835
2015-10-14,Short,1228
2015-10-15,Long,5271
2015-10-15,Medium,3040
2015-10-15,Short,1246
2015-10-16,Long,4722
2015-10-16,Medium,3018
2015-10-16,Short,1306
2015-10-17,Long,4965
2015-10-17,Medium,3577
2015-10-17,Short,1331
2015-10-18,Long,4205
2015-10-18,Medium,3161
2015-10-18,Short,1357
2015-10-19,Long,3827
2015-10-19,Medium,3044
2015-10-19,Short,1231
2015-10-20,Long,3850
2015-10-20,Medium,3208
2015-10-20,Short,1224
2015-10-21,Long,7490
2015-10-21,Medium,3420
2015-10-21,Short,1307
2015-10-22,Long,4282
2015-10-22,Medium,3447
2015-10-22,Short,1239
2015-10-23,Long,4247
2015-10-23,Medium,2941
2015-10-23,Short,1295
2015-10-24,Long,3141
2015-10-24,Medium,2908
2015-10-24,Short,1409
2015-10-25,Long,3311
2015-10-25,Medium,2737
2015-10-25,Short,1307
2015-10-26,Long,3782
2015-10-26,Medium,3288
2015-10-26,Short,1233
2015-10-27,Long,4309
2015-10-27,Medium,2947
2015-10-27,Short,1272
2015-10-28,Long,4491
2015-10-28,Medium,3372
2015-10-28,Short,1233
2015-10-29,Long,4872
2015-10-29,Medium,3136
2015-10-29,Short,1277
2015-10-30,Long,5157
2015-10-30,Medium,3257
2015-10-30,Short,1359
2015-10-31,Long,5738
2015-10-31,Medium,3228
2015-10-31,Short,1410
2015-11-01,Medium,5444
2015-11-01,Long,5208
2015-11-01,Short,2528
2015-11-02,Long,5079
2015-11-02,Medium,2852
2015-11-02,Short,1258
2015-11-03,Long,6147
2015-11-03,Medium,2625
2015-11-03,Short,1209
2015-11-04,Long,4407
2015-11-04,Medium,2989
2015-11-04,Short,1211
2015-11-05,Long,4739
2015-11-05,Medium,2984
2015-11-05,Short,1191
2015-11-06,Long,4809
2015-11-06,Medium,3117
2015-11-06,Short,1275
2015-11-07,Long,5149
2015-11-07,Medium,2799
2015-11-07,Short,1346
2015-11-08,Long,3975
2015-11-08,Medium,3029
2015-11-08,Short,1309
2015-11-09,Long,5662
2015-11-09,Medium,2773
2015-11-09,Short,1162
2015-11-10,Long,5150
2015-11-10,Medium,3282
2015-11-10,Short,1164
2015-11-11,Long,3771
2015-11-11,Medium,2643
2015-11-11,Short,1139
2015-11-12,Long,5094
2015-11-12,Medium,3344
2015-11-12,Short,1207
2015-11-13,Long,4992
2015-11-13,Medium,3013
2015-11-13,Short,1248
2015-11-14,Long,4266
2015-11-14,Medium,2884
2015-11-14,Short,1351
2015-11-15,Long,4979
2015-11-15,Medium,2559
2015-11-15,Short,1338
2015-11-16,Long,5138
2015-11-16,Medium,3032
2015-11-16,Short,1164
2015-11-17,Long,5716
2015-11-17,Medium,3571
2015-11-17,Short,1216
2015-11-18,Long,5157
2015-11-18,Medium,3154
2015-11-18,Short,1189
2015-11-19,Long,4327
2015-11-19,Medium,3223
2015-11-19,Short,1272
2015-11-20,Long,4383
2015-11-20,Medium,3025
2015-11-20,Short,1338
2015-11-21,Long,5222
2015-11-21,Medium,2683
2015-11-21,Short,1379
2015-11-22,Long,4330
2015-11-22,Medium,2630
2015-11-22,Short,1344
2015-11-23,Long,4116
2015-11-23,Medium,3357
2015-11-23,Short,1235
2015-11-24,Long,4705
2015-11-24,Medium,3487
2015-11-24,Short,1305
2015-11-25,Long,5635
2015-11-25,Medium,2872
2015-11-25,Short,1261
2015-11-26,Long,4691
2015-11-26,Medium,2848
2015-11-26,Short,1349
2015-11-27,Long,3890
2015-11-27,Medium,2691
2015-11-27,Short,1249
2015-11-28,Long,4568
2015-11-28,Medium,2652
2015-11-28,Short,1167
2015-11-29,Long,4777
2015-11-29,Medium,3068
2015-11-29,Short,1255
2015-11-30,Long,5518
2015-11-30,Medium,3091
2015-11-30,Short,1193
2015-12-01,Long,4417
2015-12-01,Medium,3232
2015-12-01,Short,1191
2015-12-02,Long,5515
2015-12-02,Medium,3073
2015-12-02,Short,1208
2015-12-03,Long,4025
2015-12-03,Medium,3092
2015-12-03,Short,1220
2015-12-04,Long,5093
2015-12-04,Medium,2874
2015-12-04,Short,1274
2015-12-05,Long,4633
2015-12-05,Medium,2822
2015-12-05,Short,1355
2015-12-06,Long,3154
2015-12-06,Medium,2826
2015-12-06,Short,1316
2015-12-07,Long,4946
2015-12-07,Medium,2971
2015-12-07,Short,1151
2015-12-08,Long,5916
2015-12-08,Medium,3367
2015-12-08,Short,1205
2015-12-09,Long,5576
2015-12-09,Medium,2791
2015-12-09,Short,1212
2015-12-10,Long,4006
2015-12-10,Medium,3490
2015-12-10,Short,1233
2015-12-11,Long,5260
2015-12-11,Medium,3025
2015-12-11,Short,1246
2015-12-12,Long,4438
2015-12-12,Medium,3319
2015-12-12,Short,1363
2015-12-13,Long,3974
2015-12-13,Medium,2608
2015-12-13,Short,1370
2015-12-14,Long,5714
2015-12-14,Medium,2630
2015-12-14,Short,1114
2015-12-15,Long,4438
2015-12-15,Medium,3163
2015-12-15,Short,1187
2015-12-16,Long,4225
2015-12-16,Medium,3056
2015-12-16,Short,1261
2015-12-17,Long,4834
2015-12-17,Medium,3257
2015-12-17,Short,1239
2015-12-18,Long,5129
2015-12-18,Medium,3397
2015-12-18,Short,1265
2015-12-19,Long,4322
2015-12-19,Medium,2923
2015-12-19,Short,1363
2015-12-20,Long,3983
2015-12-20,Medium,2767
2015-12-20,Short,1309
2015-12-21,Long,4705
2015-12-21,Medium,2931
2015-12-21,Short,1214
2015-12-22,Long,4208
2015-12-22,Medium,3563
2015-12-22,Short,1199
2015-12-23,Long,5862
2015-12-23,Medium,3447
2015-12-23,Short,1316
2015-12-24,Long,4857
2015-12-24,Medium,2416
2015-12-24,Short,1220
2015-12-25,Long,4439
2015-12-25,Medium,2408
2015-12-25,Short,1293
2015-12-26,Long,5358
2015-12-26,Medium,2459
2015-12-26,Short,1187
2015-12-27,Long,3568
2015-12-27,Medium,3087
