VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,3/30/2015 22:40,3/30/2015 22:52,1,2.9,-73.93209839,40.69523239,1,N,-73.95306396,40.73041916,2,11,0.5,0.5,0,0,0.3,12.3
1,3/30/2015 22:40,3/30/2015 23:01,2,11.5,-73.78203583,40.64467621,1,N,-73.87792969,40.75139618,3,32.5,0.5,0.5,0,0,0.3,33.8
1,3/30/2015 22:40,3/30/2015 22:55,1,4.1,-73.97074127,40.75564575,1,N,-73.96482086,40.8019104,1,15,0.5,0.5,3.25,0,0.3,19.55
1,3/30/2015 22:40,3/30/2015 22:45,2,0.6,-74.00752258,40.74087143,1,N,-74.0039978,40.7420578,1,4.5,0.5,0.5,1.15,0,0.3,6.95
2,3/10/2015 11:25,3/10/2015 11:31,3,1.05,-74.0056076,40.72689819,1,N,-73.99705505,40.73698807,1,6,0,0.5,1.36,0,0.3,8.16
2,3/10/2015 11:25,3/10/2015 11:47,3,1.54,-73.996521,40.74272537,1,N,-73.97927856,40.75257111,1,14,0,0.5,3.7,0,0.3,18.5
2,3/10/2015 11:25,3/10/2015 11:40,1,1.66,-73.99022675,40.74669647,1,N,-73.97283173,40.76286316,2,10.5,0,0.5,0,0,0.3,11.3
2,3/10/2015 11:25,3/10/2015 11:47,2,2.67,-73.99201202,40.74370575,1,N,-73.96376801,40.76517487,1,15,0,0.5,2,0,0.3,17.8
2,3/7/2015 15:01,3/7/2015 15:06,1,0.62,-73.96817017,40.76283646,1,N,-73.96717834,40.76650238,2,5.5,0,0.5,0,0,0.3,6.3
1,3/21/2015 10:41,3/21/2015 10:49,1,1.8,-74.01595306,40.71514893,1,N,-73.9972229,40.71664047,1,8.5,0,0.5,1,0,0.3,10.3
1,3/21/2015 10:41,3/21/2015 11:14,1,17.2,-73.9954834,40.74343872,2,N,-73.7884903,40.64474869,1,52,0,0.5,11.6,5.33,0.3,69.73
1,3/21/2015 10:41,3/21/2015 10:47,1,1.5,-73.98129272,40.72502136,1,N,-73.97861481,40.74123383,1,7.5,0,0.5,1.65,0,0.3,9.95
1,3/21/2015 10:41,3/21/2015 10:48,1,1.5,-73.96167755,40.76319885,1,N,-73.97309875,40.75541306,2,7.5,0,0.5,0,0,0.3,8.3
