1,2015-03-06 08:02:31,2015-03-06 08:09:55,1,1.20,-73.990211486816406,40.750968933105469,1,N,-73.987892150878906,40.738037109375,2,7,0,0.5,0,0,0.3,7.8
1,2015-03-06 08:02:31,2015-03-06 08:15:23,1,3.20,-73.935188293457031,40.80072021484375,1,N,-73.952552795410156,40.765373229980469,2,11.5,0,0.5,0,0,0.3,12.3
1,2015-03-06 08:02:31,2015-03-06 08:12:27,1,1.10,-73.963752746582031,40.767936706542969,1,N,-73.956947326660156,40.780269622802734,2,8,0,0.5,0,0,0.3,8.8
1,2015-03-06 08:02:31,2015-03-06 08:09:09,1,.80,-73.997177124023438,40.742168426513672,1,N,-74.008064270019531,40.739280700683594,1,6,0,0.5,1,0,0.3,7.8
1,2015-03-06 08:02:32,2015-03-06 08:19:37,1,2.70,-74.006843566894531,40.730266571044922,1,N,-73.976860046386719,40.75067138671875,1,13,0,0.5,2.75,0,0.3,16.55
1,2015-03-06 08:02:32,2015-03-06 08:14:35,1,2.90,-73.954597473144531,40.765613555908203,1,N,-73.976516723632813,40.739612579345703,1,12.5,0,0.5,2.65,0,0.3,15.95
1,2015-03-06 08:02:33,2015-03-06 08:16:40,1,6.10,-73.95404052734375,40.764015197753906,1,N,-74.012603759765625,40.701835632324219,1,19,0,0.5,0,0,0.3,19.8
1,2015-03-06 08:02:34,2015-03-06 08:16:16,3,2.20,-73.959190368652344,40.814949035644531,1,N,-73.975868225097656,40.786441802978516,1,11,0,0.5,2.36,0,0.3,14.16
1,2015-03-06 08:02:34,2015-03-06 08:14:45,1,3.80,-73.889595031738281,40.747310638427734,1,N,-73.861953735351563,40.768550872802734,2,14,0,0.5,0,0,0.3,14.8
1,2015-03-06 08:02:34,2015-03-06 08:22:44,1,2.10,-73.980354309082031,40.770206451416016,1,N,-73.989784240722656,40.741386413574219,2,10,0,0.5,0,0,0.3,10.8
1,2015-03-06 08:02:35,2015-03-06 08:05:44,1,.50,-73.959747314453125,40.773666381835938,1,N,-73.961372375488281,40.768840789794922,2,4.5,0,0.5,0,0,0.3,5.3
1,2015-03-06 08:02:35,2015-03-06 08:02:35,1,.00,-73.9678955078125,40.787368774414062,1,N,0,0,2,2.5,0,0.5,0,0,0.3,3.3
1,2015-03-06 08:02:35,2015-03-06 08:04:14,1,.40,-73.991668701171875,40.751644134521484,1,N,-73.997993469238281,40.754104614257813,2,3.5,0,0.5,0,0,0.3,4.3
1,2015-03-06 08:02:35,2015-03-06 08:13:17,1,2.00,-73.990333557128906,40.731803894042969,1,N,-74.009796142578125,40.722000122070313,1,9,0,0.5,2,0,0.3,11.8
1,2015-03-06 08:02:35,2015-03-06 08:06:17,1,.50,-73.976806640625,40.755733489990234,1,N,-73.979118347167969,40.761562347412109,1,4.5,0,0.5,1.06,0,0.3,6.36
1,2015-03-06 08:02:35,2015-03-06 08:08:24,1,.80,-73.998558044433594,40.760711669921875,1,N,-73.997894287109375,40.753192901611328,2,5.5,0,0.5,0,0,0.3,6.3
